launch_category,jf_id,fill_type,grade,product_name_en,product_name_jp_unverified,brand_maker_unverified,retailer_or_where_found,display_strategy,copy_angle,notes
kids_family,JF-0176,creator_fill,,Disney Tokyo / Disney Sea Limited Merch,東京ディズニー,Disney Japan,Disney parks only,hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0177,creator_fill,,Gachapon Capsule Toys,ガチャポン,Bandai et al.,"Gachapon Halls, Donki, malls",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0178,creator_fill,,Pigeon Baby Wipes / Diaper Cream,ピジョン,Pigeon,"Drugstores, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0179,creator_fill,,Pokemon Center Exclusives,ポケモンセンター,The Pokemon Company,"Pokemon Center stores (Tokyo, Osaka, etc.)",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0180,creator_fill,,"Sanrio Character Goods (Hello Kitty, Cinnamoroll, Pochacco)",サンリオ,Sanrio,"Sanrio shops, dept stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0181,creator_fill,,Studio Ghibli Donguri Republic,どんぐり共和国,Ghibli,Donguri stores,hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0182,creator_fill,,Tamiya Plastic Models,タミヤ,Tamiya,"Hobby shops, Yodobashi",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0183,creator_fill,,Anpanman gummies,アンパンマングミ,Fujiya / Bandai / various,"Konbini, supermarkets, drugstores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0184,creator_fill,,BOS odor-proof diaper bags,BOS おむつが臭わない袋,BOS / Kurilon,"Drugstores, baby stores, Donki",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0185,creator_fill,,Baby rice crackers,ベビーせんべい,Kameda / Pigeon / Wakodo,"Drugstores, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0186,creator_fill,,Bento cutters / nori punches,海苔パンチ・抜き型,Daiso / Seria / bento brands,"100-yen shops, kitchen stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0187,creator_fill,,Character toothbrushes,キャラクター歯ブラシ,Lion / Sunstar / licensed brands,"Drugstores, 100-yen shops, supermarkets",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0188,creator_fill,,Clip-on towel / pacifier strap,マルチクリップ,Daiso / Pigeon / baby brands,"100-yen shops, baby stores, drugstores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0189,creator_fill,,Disposable bibs,使い捨てエプロン,Daiso / Pigeon / baby brands,"100-yen shops, drugstores, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0190,creator_fill,,Japanese baby wipes travel packs,赤ちゃん用おしりふき,Pigeon / Unicharm / Akachan Honpo / private label,"Drugstores, konbini, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0191,creator_fill,,Japanese school-style lunch bag,ランチ巾着,Daiso / character brands / Loft,"100-yen shops, character shops, Loft",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0192,creator_fill,,Kid toilet seat / foldable seat,子ども用便座,Daiso / baby stores,"100-yen shops, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0193,creator_fill,,Kids training chopsticks,子ども用練習箸,Edison / Daiso / character brands,"100-yen shops, drugstores, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0194,creator_fill,,Mini hand towel for kids,子ども用ミニタオル,Sanrio / Pokémon / Daiso / various,"100-yen shops, character shops, konbini",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0195,creator_fill,,Name label stickers,お名前シール,Daiso / stationery brands,"100-yen shops, Loft, baby stores",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0196,creator_fill,,Pocket tissue with characters,キャラクターポケットティッシュ,Various,"100-yen shops, drugstores, character shops",hide_jp_and_brand_until_enriched,recommendation,
kids_family,JF-0197,creator_fill,,Stroller hooks,ベビーカーフック,Daiso / baby brands,"100-yen shops, baby stores, drugstores",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0166,creator_fill,,Hashioki (Chopstick Rests) Gift Sets,箸置きセット,Various,"Dept stores, specialty ceramic shops",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0167,creator_fill,,Mizuhiki Decorative Cord Crafts,水引,Various Iida/Nagano makers,"Iida, dept stores, specialty shops",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0168,creator_fill,,Premium Senbei Tins (Souka Senbei),草加せんべい,Various Saitama makers,"Souka, dept stores",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0169,creator_fill,,"Premium Soy Sauce (Yuasa, Kishibori, Kamebishi)",湯浅醤油 / 岸本 / かめびし,Various,"Dept store food halls, specialty shops",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0170,creator_fill,,Sake Mini Bottle Gift Set,日本酒ミニ,Various breweries,"Liquor stores, dept stores, airports",hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0171,creator_fill,,Suzukake / Tsuruya Yoshinobu Wagashi,鈴懸 / 鶴屋吉信,Suzukake / Tsuruya Yoshinobu,Dept store food halls,hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0172,creator_fill,,"Tea Set Gift (Yamamotoyama, Mitsuboshien)",山本山,Various,Dept store food halls,hide_jp_and_brand_until_enriched,recommendation,
gift,JF-0173,creator_fill,,Toraya Yokan,とらや 羊羹,Toraya,"Toraya stores, dept stores",hide_jp_and_brand_until_enriched,recommendation,
