Name,Description,Latitude,Longitude,Cluster
Pier Bandai (ピアBandai),"Food & Markets · Niigata, Niigata

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJZfm-3x_K9F8RCjzBytLjCC0",37.923339399999996,139.061446,Food markets
Pokémon Center MEGA TOKYO,"Anime/Ghibli · Tokyo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJJWdNBG-NGGARVcT12Z5mXFw",35.7289056,139.7193245,Anime
Pokemon Cafe Nihonbashi,"Anime · Nihonbashi, Tokyo · in renovation through Jun 17, 2026 · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJT5kFjFeJGGARJYhFoKi3lEE",35.6806385,139.7744332,Anime
Pokemon Center Shibuya,"Anime · Shibuya, Udagawachō · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ313pNISNGGARmnrx-nT6xR4",35.6619557,139.6984408,Anime
Pokemon Center Tokyo DX,"Anime · Chuo City, Nihonbashi · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJCVAO3leJGGARvCoZ_hJkye4",35.6802902,139.7742695,Anime
Ritsurin Garden,"Culture & History · Takamatsu, Kagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJUc4SILrrUzURFEFMQod9v7g",34.3299036,134.0457696,Culture & history
Rusutsu Resort (Summer & Winter),"Theme Parks & Big Attractions · Hokkaido · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJJVMW7yxNdV8RIJXVU_M_MbA",42.75152,140.90238789999998,Theme parks
Ryugu Cave (龍宮窟),"Sea Caves & Coastal Features · Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ67Pk1KxZF2ARssLlwVpSghM",34.6420928,138.9155638,Nature
Ryusendo Cave,"Nature & Water · Iwaizumi, Iwate

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJM_oXceNThF8Rfx5x6SSn9vc",39.8601009,141.7969943,Nature
Sagano Romantic Train,"Trains & Scenic Transport · Arashiyama (Kyoto), Kyoto · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJyXwHws6rAWARYpAcQutOm0Q",35.0278596,135.64941109999998,Scenic transport
Sakaemachi Market (栄町市場),"Food & Markets · Naha, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJAQDsBmRp5TQR9e89nmOJv8g",26.2172749,127.6967472,Food markets
Sakurajima Volcano Views (ferry optional),"Nature & Water · Kagoshima City, Kagoshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ_cSQpRpfPjURr340mY8PwDk",31.596636399999998,130.5633326,Nature
Sakuranobaba Josaien (桜の馬場 城彩苑),"Food & Markets · Kumamoto, Kumamoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJVVWF5hL0QDURK6OuEjMkKjw",32.803671099999995,130.70375579999998,Food markets
Samurai & Ninja Museum with Experience (Kyoto),"Quirky & Interactive Museums · Kyoto (Nakagyo Ward area) · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlw9RTjUJAWARdy4b2T6Zt-M",35.0072167,135.7635673,Quirky museums
Sandankyo Gorge,"Nature & Water · Akiota, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlfHLou3sWjURueGpDUSYDfs",34.5997949,132.2076868,Nature
Sangenjaya & Chazawa-dori,"Scenic · Setagaya, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ-R4jJ5n0GGAR5j_HSqAxKcw",35.641253899999995,139.667531,Scenic
Sankeien Garden,"Culture & History · Yokohama, Kanagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJo1uokdFCGGARYvl6Z6AcVTU",35.4170511,139.6588267,Culture & history
Sanrio Puroland,"Theme Parks & Big Attractions · Tokyo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJgdAaIkvjGGARVWgIVEarqvA",35.624511999999996,139.429293,Theme parks
Sanshiro Island Tombolo (三四郎島トンボロ),"Sea Caves & Coastal Features · Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJzdf-ZaD3GWARDquQVaGp0Hk",34.784706,138.761806,Nature
Sapporo Curb Market (Jogai) (札幌場外市場),"Food & Markets · Sapporo, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJNaAFxLEpC18R9zvo9EuU_K0",43.0707242,141.32077089999999,Food markets
Sapporo Maruyama Zoo,"Animals & Aquariums · Sapporo, Hokkaido · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJIbbLfcMpC18RJo93WEZMsnQ",43.0515126,141.3078572,Animals
Sapporo Nijo Market (二条市場),"Food & Markets · Sapporo, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJCb2qW4IpC18R93EsGNFraJI",43.058299,141.358446,Food markets
SCMaglev and Railway Park,"Trains & Scenic Transport · Nagoya, Aichi · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ9W5bFM94A2ARkrOUnGq06Ew",35.0491384,136.8509152,Scenic transport
Sefa-Utaki,"Culture & History · Nanjo, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ32ERcPJx5TQRGVMsDCjNVDk",26.1720664,127.8264735,Culture & history
Sekizenkan Kashoutei,"Onsen & ryokan · Nakanojo, Shima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ7fPYIxILHmARtMSSs99Lv1E",36.6863394,138.77377909999998,Onsen & ryokan
Sendai Asaichi Morning Market (仙台朝市),"Food & Markets · Sendai, Miyagi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJvf-K7Bcoil8RVbSW1MxAdh8",38.258796,140.8786683,Food markets
Sendai Uminomori Aquarium,"Animals & Aquariums · Sendai, Miyagi · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ40f74ZeIiV8RZGCwJF1jzVI",38.271152099999995,140.9807068,Animals
Sengan-en Garden,"Culture & History · Kagoshima City, Kagoshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ4X7e7l5ePjURPwj6UsWmblk",31.617414900000004,130.5771969,Culture & history
Senkoji Park & Ropeway (Onomichi),"Views & Sunsets · Onomichi, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlZyznbEBUTURa_LDseWXPeo",34.410564,133.19756289999998,Scenic
Setoda Sunset Beach (瀬戸田サンセットビーチ),"Beaches & Islands · Onomichi, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ0x8MUCdOUDUR9PhEd2yUBk0",34.2813358,133.0737412,Nature
Shibu Onsen,"Onsen & ryokan · Yamanouchi, Shimotakai District

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJQyBBLIL0HWARtNenAnQzISA",36.7337019,138.4333586,Onsen & ryokan
Shibuya Nonbei Yokocho (渋谷のんべい横丁),"Food & Markets · Shibuya, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJpwDSAViLGGARVaJ_WUwQrt8",35.6599499,139.70153299999998,Food markets
Shibuya Scramble Crossing,"Anime · 21 Udagawacho, Shibuya · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJK9EM68qLGGARacmu4KJj5SA",35.659482,139.7005596,Anime
Shibuya Sky Observatory,"Views & Sunsets · Shibuya, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ4Rr2JWiLGGARcyRSHuZ-9G8",35.6586719,139.7019848,Scenic
Shibuya Tokyu Foodshow (渋谷 東急フードショー),"Food & Markets · Shibuya, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJJWy_GFiLGGARit2CUty_Zi8",35.6581085,139.6986263,Food markets
Shibuya Yokocho (渋谷横丁),"Food & Markets · Shibuya, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJnWLdoqqNGGARaPeXEXZtEHw",35.6606075,139.7017845,Food markets
Shigaraki Pottery Village,"Crafts & Making · Shigaraki, Shiga

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJO6IWZUpdAWARRooKeC5WN2s",34.8856786,136.0588812,Workshops & crafts
Shimanami Kaido (2-day easy pace),"Nature & Water · Shimanami, Ehime/Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ1Zg9zaxPUDURJxwiPtsDATU",34.2575849,133.05014939999998,Nature
Shimanami Kaido (family cycling),"Nature & Water · Onomichi/Imabari, Hiroshima/Ehime

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJTeathJ4BUTURoCq6R2U16nU",34.3974731,133.1978288,Nature
Shimane Aquarium Aquas,"Animals & Aquariums · Hamada, Shimane · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJfQ8qpEVbWjURYy3hwrcz_xw",34.959457799999996,132.14463419999998,Animals
Shimanto River Day,"Nature & Water · Shimanto, Kochi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ790KIARBTzURl9ZossTYPnY",33.0377625,132.8399273,Nature
Shimoda Dolphin Beach (ドルフィンビーチ),"Animals & Aquariums · Shimoda, Shizuoka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJdSRGmsRYF2ARZVllSzEwziw",34.6647631,138.9464169,Animals
Shimoda Floating Aquarium (下田海中水族館),"Animals & Aquariums · Shimoda, Shizuoka · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJYSJEmsRYF2ARnKI4K0SgHrc",34.66609,138.945952,Animals
Shimoda (Beach town base),"Base Town · Shimoda, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJa82vr-9YF2ARX6piZqa8hbw",34.6608977,138.9319856,
Shin-Yokohama Ramen Museum,"Food & Markets · Yokohama, Kanagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJNSoA_dNeGGARjAJl8smPb4w",35.5099291,139.61462559999998,Food markets
Shinhotaka Ropeway,"Trains & Scenic Transport · Okuhida, Gifu · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJLUAe875PHWARkR1e5ffwR9k",36.2857919,137.5752622,Scenic transport
Shinsaibashi-Suji Shopping Street (心斎橋筋商店街),"Food & Markets · Osaka, Osaka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJc7M3_BPnAGARI8OZlTnEXGI",34.670867699999995,135.5013862,Food markets
Shinsekai Janjan Yokocho (新世界ジャンジャン横丁),"Food & Markets · Osaka, Osaka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ-5_CtYrdAGARtbanSXYA76Y",34.6492448,135.5059526,Food markets
Shiosai Hiroba (伊東市しおさい広場),"Parks & Playgrounds · 湯川571-3, Ito, Shizuoka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJVVVVpG3BGWARdQ7AtllFbxA",34.9888702,139.0935538,Parks
Shirakawa-go Gassho Village,"Culture & History · Shirakawa, Gifu

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ5yW_trBx-F8R-AVYnbtRxcw",36.2577967,136.9061975,Culture & history
Shiretoko Five Lakes,"Nature & Water · Shiretoko (Shari), Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJTVxpoUDHbF8Rh0ickOUF4Uw",44.1239681,145.08285809999998,Nature
Shiro-Hige's Cream Puff Factory,"Anime · Setagaya City, Daita · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJZQ_VzW3zGGARGG-hhLTFZYQ",35.6589646,139.6627349,Anime
Shirogane Blue Pond (Aoiike),"Nature & Water · Biei, Hokkaido

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJbyoi3mLMDF8RnndLnx8YzQQ",43.4934738,142.61421439999998,Nature
Shiroi Koibito Park (Chocolate Factory),"Quirky & Interactive Museums · Sapporo, Hokkaido · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJU8vHZBIoC18RkQEK1Lg8HsI",43.088875099999996,141.2717042,Quirky museums
Shiroyone Senmaida Rice Terraces,"Views & Sunsets · Shiroyone (Wajima), Ishikawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJzaTD0m8x8V8RM2pBpQutITc",37.4255423,136.9995074,Scenic
Shodoshima Olive Park,"Nature & Water · Shodoshima, Kagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJC-KIFXR4VDURasxl3L0o26M",34.4728411,134.2736368,Nature
Shukkeien Garden,"Nature & Water · Hiroshima City, Hiroshima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJAfBmWKmYWjUR42FdSpYghNc",34.4004834,132.4677207,Nature
Shuri Castle Park,"Culture & History · Naha, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJZ9v0bP5r5TQRi0-esrqficA",26.217044899999998,127.71948330000001,Culture & history
Shuzenji (Onsen town base),"Base Town · Izu City, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJOwdW99DsGWARousj-05vNbQ",34.971454099999995,138.92755889999998,
Studio Circolo,"Workshops & crafts · 101 4-chōme-18-12 Todoroki, Setagaya City · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ44frvuX1GGAR2jSXnX6quUc",35.6107357,139.6521838,Workshops & crafts
Suga Shrine,"Anime · Tokyo · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ8VLVBuTsGGARfIDGqQDmC0Q",35.6852851,139.7224783,Anime
Suginami Animation Museum,"Quirky museums · Suginami City, Kamiogi · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJHcI_OQruGGARM2ZKib1iU8s",35.7105716,139.60779399999998,Quirky museums
Sunamachi Ginza,"Food markets · Koto, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ21-KO_GIGGARe_2HJ62lBDE",35.6797033,139.8313365,Food markets
Sunshine Aquarium,"Animals · Ikebukuro, Tokyo · with kids · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJhT_wQW-NGGARyeOCR2L-W-I",35.7289254,139.72015729999998,Animals
Takachiho (高千穂) – gorge base,"Base Town · Takachiho, Miyazaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJLwml_t0sRzURix_JnSldeVg",32.7012777,131.30072719999998,
Takachiho Gorge Boat Rental (高千穂峡 貸しボート),"Nature & Water · Takachiho, Miyazaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJM6WQewAtRzURkYtC_b78Qb8",32.7013229,131.300299,Nature
Takachiho Gorge (viewpoints),"Nature & Water · Takachiho, Miyazaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJLwml_t0sRzURix_JnSldeVg",32.7012777,131.30072719999998,Nature
Takachiho Kagura (高千穂夜神楽),"Culture & Night Show · Takachiho, Miyazaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ9dIrbegsRzURgI_KC2cRXu0",32.7067036,131.30227209999998,Culture & history
Takaragawa Onsen Osenkaku,"Onsen & ryokan · Minakami, Tone District

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ1RQ5vv09HmARxLIzTddSquc",36.847978499999996,139.0467912,Onsen & ryokan
Takasakiyama Monkey Park,"Animals & Aquariums · Oita City, Oita · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJw3KzazihRjUR_yWyzPUlg_o",33.2582855,131.5328036,Animals
Takashimaya Kyoto (Depachika) (京都タカシマヤ),"Food & Markets · Kyoto, Kyoto

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJwzqJepUIAWARvlUYqigZpJI",35.0031004,135.7684962,Food markets
Takashimaya Nihonbashi (Depachika) (高島屋日本橋店),"Food & Markets · Tokyo, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ__8Lhf2LGGARYj6XJNBik14",35.6808238,139.77343489999998,Food markets
Takashimaya Yokohama (Depachika) (横浜タカシマヤ),"Food & Markets · Yokohama, Kanagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJwf6cExJcGGARdqO6TRiIWaY",35.465637300000004,139.6207441,Food markets
Takayama Jinya-mae Morning Market (高山陣屋前朝市),"Food & Markets · Takayama, Gifu

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJj29EXtm6AmARNsKdHGWF8I0",36.1396447,137.2582195,Food markets
Takayama Miyagawa Morning Market (宮川朝市),"Food & Markets · Takayama, Gifu

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJE-ywz9a6AmAR1uD5rAwvJkw",36.144704,137.2579466,Food markets
Takayama Old Town & Markets,"Culture & History · Takayama, Gifu

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJE-ywz9a6AmAR1uD5rAwvJkw",36.144704,137.2579466,Culture & history
Taketomi Island Village Cycling,"Culture & History · Taketomi, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJpQilQ3l1YDQRXgi0srb83dU",24.3293981,124.08833319999998,Culture & history
Tanga Market (旦過市場),"Food & Markets · Kitakyushu, Fukuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJX06g5VK_QzUR6f9jhMmw_f4",33.88131130000001,130.87946309999998,Food markets
Tatara Bridge (多々羅大橋),"Cycling & Bridges · Shimanami Kaido, Hiroshima/Ehime

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJkcFDkk5OUDURuBBx0z0jD8w",34.259778,133.0641938,Nature
Tateyama Kurobe Alpine Route,"Trains & Scenic Transport · Tateyama/Kurobe, Toyama/Nagano · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJMS4fl9rn918Rqf0clj2pZT8",36.5829498,137.4457425,Scenic transport
teamLab Borderless Azabudai Hills,"Quirky museums · Azabudai Hills, Tokyo · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJQ5Sa1PqJGGARUSaNKKOrMVg",35.6620689,139.7432671,Quirky museums
teamLab Botanical Garden Osaka,"Quirky museums · Osaka · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJv2BBVszdAGAR-6Cjxyh-sEQ",34.6110004,135.52042129999998,Quirky museums
teamLab Planets TOKYO,"Quirky & Interactive Museums · Toyosu, Tokyo · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJSeco5wiJGGARItbTS8lQ5G0",35.6491207,139.7897739,Quirky museums
teamLab Planets Toyosu,"Quirky museums · Toyosu, Tokyo · rainy day

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJSeco5wiJGGARItbTS8lQ5G0",35.6491207,139.7897739,Quirky museums
Tensodo Cave / Skylight Cave (天窓洞),"Sea Caves & Coastal Features · Nishiizu, Shizuoka

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJf0FkCHP3GWARWjRcnTo-1MM",34.7827086,138.7661468,Nature
Tezuka Osamu Manga Museum,"Quirky museums · Hyogo · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJNXYGVGj0AGARPs43EyeYMpU",34.8071314,135.3483309,Quirky museums
The Railway Museum,"Trains & Scenic Transport · Saitama (Omiya), Saitama · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJkzQuFK3GGGARTgA4_Z3ySGY",35.921424699999996,139.6179197,Scenic transport
Todaiji Temple,"Culture & History · Nara, Nara

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ3XYIepA5AWARjzzVnT-skPg",34.6889851,135.8398158,Culture & history
Toei Animation Museum,"Quirky museums · 2-chōme-10-5 Higashiōizumi, Nerima City · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJB4MsVcPvGGARrFHRGp6WX-4",35.7524473,139.5946133,Quirky museums
Toei Kyoto Studio Park,"Theme Parks & Big Attractions · Kyoto · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJufvfOHEHAWARZ5Yd1oEIuis",35.0164521,135.7080227,Theme parks
Togoshi Ginza,"Food markets · Shinagawa, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ03VrBuyKGGARb-6EtBOziqM",35.615271799999995,139.7168419,Food markets
Tokashiki: Aharen Beach,"Nature & Water · Tokashiki, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ0yycL4dT5TQRs7ZtozDCbtM",26.170110200000003,127.34592880000001,Nature
Tokyo Character Street,"Anime · Chiyoda City, Marunouchi · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJGeYlX_mLGGARx_4HVNDXOxA",35.682033499999996,139.7686549,Anime
Tokyo Disneyland,"Theme Parks & Big Attractions · Chiba · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJszdHEQN9GGARy9MJ1TY22eQ",35.6328964,139.8803943,Theme parks
Tokyo DisneySea,"Theme Parks & Big Attractions · Chiba · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJszdHEQN9GGARJS23SnAdR0E",35.6267108,139.8850779,Theme parks
Tokyo Ramen Street (東京ラーメンストリート),"Food & Markets · Tokyo, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJGeYlX_mLGGARwsJahMe-XZg",35.6802935,139.7679568,Food markets
Tokyo Sea Life Park (Kasai Rinkai),"Animals & Aquariums · Edogawa, Tokyo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ65T4s099GGARKhT05Ix6YuI",35.6398972,139.8621737,Animals
Tokyo Station Ekibenya Matsuri,"Food markets · Tokyo Station, Tokyo · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJtxODuv6LGGARA0RL4wD9Ggg",35.6811546,139.7667831,Food markets
Tottori Sand Dunes,"Nature & Water · Tottori City, Tottori

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJbx8cHUSPVTURazEAdQKsetg",35.5416178,134.2286329,Nature
Tottori Sand Museum,"Quirky & Interactive Museums · Tottori City, Tottori · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJF2dbUUWPVTUR6USg6_DP8x4",35.5396253,134.2383683,Quirky museums
Toyama Glass Art Museum,"Quirky & Interactive Museums · Toyama City, Toyama · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJSU90xaaC918RX-cV13mPXwc",36.688415899999995,137.2151858,Quirky museums
Toyosu Senkyaku Banrai (豊洲 千客万来),"Food & Markets · Koto, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJJ1XphGeJGGARK0BhX9lYd7Y",35.6457275,139.7836383,Food markets
Tropical Dream Center (plants),"Nature & Water · Motobu, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJN_9EFDT65DQRI7UNtzvn-ow",26.687301599999998,127.8761315,Nature
Tsukiji Outer Market,"Food & Markets · Chuo, Tokyo

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJW2cLzSGLGGARXAKXv6EkbqI",35.6647703,139.7702515,Food markets
Tsunoshima Bridge Viewpoint,"Views & Sunsets · Shimonoseki, Yamaguchi

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJlyxJOY8TQzURdl2pDhhvhZQ",34.351236899999996,130.8892142,Scenic
Tsuruga Castle,"Culture & History · Aizuwakamatsu, Fukushima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJu_8vTpdU9V8Riy6BmrzAfGc",37.4878198,139.9296657,Culture & history
Tsurunoyu Onsen,"Onsen & Ryokan Towns · Nyuto Onsen, Akita

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJMy_IqMJmhV8RwCaBe4s4WKo",39.805188799999996,140.7798893,Onsen & ryokan
Tsuwano (small castle town),"Culture & History · Tsuwano, Shimane

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJQdoVl_YtWzURb7SH72QItZI",34.4599727,131.7641528,Culture & history
Uchiko Old Town,"Culture & History · Uchiko, Ehime

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJPyH7PLqFTzURdh6TM38cnqU",33.5588959,132.6545557,Culture & history
Udatsu Townscape (Wakimachi),"Culture & History · Mima, Tokushima

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJKV_89RC3UzURZVLxycVgy_I",34.0679352,134.1488579,Culture & history
Udo Jingu (cave shrine by the sea),"Culture & History · Nichinan, Miyazaki

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJsZ9DS1naODURG8yz8QHnFYc",31.6504477,131.4666915,Culture & history
Udon Making Experience (Kagawa),"Crafts & Making · Takamatsu/Kotohira, Kagawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJj-c7y1vWUzUREqaahc8LXnE",34.1869514,133.8181563,Workshops & crafts
Ueno Zoo,"Animals & Aquariums · Taito, Tokyo · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJf2129yiMGGAR9I6Yoe-1uHY",35.716015299999995,139.77288199999998,Animals
Uminonakamichi Seaside Park (海の中道海浜公園),"Parks & Playgrounds · Fukuoka, Fukuoka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJaQp6H7KNQTURjzG7SoOP370",33.6642785,130.36159999999998,Parks
Umitamago Aquarium (うみたまご),"Animals & Aquariums · Oita, Oita · rainy day · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJtWo9JTmhRjURWoOoSdM0xDk",33.2587409,131.53556340000003,Animals
Universal Studios Japan (USJ) & Super Nintendo World,"Theme Parks & Big Attractions · Osaka · with kids

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJXeLVg9DgAGARqlIyMCX-BTY",34.6656768,135.4323185,Theme parks
Uradome Coast,"Nature & Water · Iwami, Tottori

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJP1Q8wqeAVTURme2ZMsn8Q5c",35.590433499999996,134.325065,Nature
Uwajima Unyu Ferry (宇和島運輸フェリー),"Ferries / Transit · Uwajima (Ehime) ports

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJTfAbmZmERTURrZSLeQ2UWpg",33.458450899999995,132.4154057,Scenic transport
Valley of Gangala (guided nature walk),"Nature & Water · Nanjo, Okinawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJmamfTmlv5TQR1kOHmcbH0Ao",26.141889,127.7469057,Nature
Wajima Morning Market,"Food & Markets · Wajima, Ishikawa

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJYRepQkUu8V8RE2LixJix7KI",37.3966543,136.9015461,Food markets
Walden Woods Kyoto,"Cafes · Shimogyo Ward, Kyoto · rainy day · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJq6qXHbsIAWARjXEJ-LqoT_M",34.9933458,135.7631616,Cafes
Wanariya,"Workshops & crafts · Taito City, Senzoku · rainy day · with kids · day trips

Open in Google Maps: https://www.google.com/maps/place/?q=place_id:ChIJ11wUhpSOGGART_oWFFNe23Y",35.7184088,139.7910169,Workshops & crafts
